PROVEEDOR,DEPARTAMENTO,MUNICIPIO,SEGMENTO,Periodo_2015_4,Periodo_2016_1,Periodo_2016_2,Periodo_2016_3,Periodo_2016_4,Periodo_2017_1,Periodo_2017_2,Periodo_2017_3,Periodo_2017_4
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Corporativo,594,615,1321,1349,1334,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Residencial - Estrato 1,58,49,45,41,40,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Residencial - Estrato 2,1263,1166,1111,1052,1007,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Residencial - Estrato 3,1756,1757,1653,1566,1498,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Residencial - Estrato 4,229,244,341,338,324,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Residencial - Estrato 5,24,25,25,27,27,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Sin estratificar,-,-,1,0,1,0,0,-,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTA ROSA DE CABAL,Uso propio interno del operador,4,4,5,6,6,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,RISARALDA,SANTUARIO,Corporativo,-,-,1,1,1,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Corporativo,811,836,784,920,911,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Residencial - Estrato 1,231,354,404,472,435,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Residencial - Estrato 2,1567,2313,2057,2145,1988,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Residencial - Estrato 3,1602,2173,2077,2326,2258,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Residencial - Estrato 4,311,432,434,541,572,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Residencial - Estrato 5,50,87,100,107,107,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Residencial - Estrato 6,24,28,38,39,41,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,TOLIMA,IBAGUÉ,Uso propio interno del operador,24,24,15,13,11,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CALI,Corporativo,-,-,30,30,30,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Corporativo,653,661,902,941,1014,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Residencial - Estrato 1,114,114,107,96,90,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Residencial - Estrato 2,1576,1543,1472,1351,1246,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Residencial - Estrato 3,1744,1764,1737,1681,1622,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Residencial - Estrato 4,475,552,582,564,565,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Residencial - Estrato 5,169,178,181,173,175,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Residencial - Estrato 6,12,13,16,16,17,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Sin estratificar,-,-,1,0,-,-,0,-,-
EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.,VALLE DEL CAUCA,CARTAGO,Uso propio interno del operador,14,14,15,14,15,0,0,0,-
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Corporativo,6894,7012,0,6714,4993,4910,12121,11721,11537
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Residencial - Estrato 1,2021,2003,0,1941,743,723,2140,1985,1863
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Residencial - Estrato 2,4847,4793,0,4664,2035,1994,5858,5529,5241
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Residencial - Estrato 3,6391,6242,0,5958,2462,2376,7028,6651,6451
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Residencial - Estrato 4,3790,3725,0,3580,2076,2052,6074,5788,5595
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Residencial - Estrato 5,1293,1250,0,1160,721,688,2024,1904,1849
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Residencial - Estrato 6,204,200,0,191,125,119,348,364,349
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Sin estratificar,162,163,0,161,6,8,32,16,12
EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,CAUCA,POPAYÁN,Uso propio interno del operador,321,321,0,321,290,289,869,870,870
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Corporativo,805,805,804,764,733,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 1,444,444,443,421,404,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 2,2669,2667,2663,2531,2429,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 3,1602,1602,1596,1517,1456,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 4,140,140,136,129,124,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 5,0,59,58,55,53,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 6,13,13,6,6,6,0,0,0,-
EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Sin estratificar,0,0,0,-,-,-,-,-,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,CANDELARIA,Corporativo,156,156,162,162,161,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 1,596,598,619,618,615,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 2,3494,3485,3615,3607,3591,0,0,0,-
GILAT COLOMBIA S A ESP,CASANARE,RECETOR,Sin estratificar,1,0,-,-,0,-,-,-,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 3,874,872,905,903,899,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 4,5,5,5,5,5,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Corporativo,8454,8398,7012,6997,6966,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 1,1694,1690,1582,1579,1572,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 2,21712,21747,22231,22184,22086,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 3,19476,19447,20041,19999,19911,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 4,4147,4149,4247,4238,4219,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 5,988,987,1023,1021,1016,0,0,0,-
"EMPRESA DE TELEFONOS DE PALMIRA S.A., EMPRESA DE SERVICIOS PUBLICOS",VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 6,12,12,12,12,12,0,0,0,-
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,CALOTO,Corporativo,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,GUACHENÉ,Corporativo,-,-,-,-,-,-,1,1,-
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,PUERTO TEJADA,Corporativo,-,-,-,-,-,-,10,9,13
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,PUERTO TEJADA,Residencial - Estrato 1,-,-,-,-,-,-,168,182,383
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,PUERTO TEJADA,Residencial - Estrato 2,-,-,-,-,-,-,2,2,6
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,PUERTO TEJADA,Residencial - Estrato 3,-,-,-,-,-,-,4,2,13
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,CAUCA,VILLA RICA,Corporativo,-,-,-,-,-,-,7,7,7
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Corporativo,55759,53969,53830,52285,51819,50587,53570,52562,55583
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Residencial - Estrato 1,34274,34552,36186,34499,36853,35728,41872,40981,58513
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Residencial - Estrato 2,69570,69291,72443,68298,73695,68532,83873,82590,97441
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Residencial - Estrato 3,67923,66836,67280,64337,64399,62637,67153,65850,70316
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Residencial - Estrato 4,25437,25280,25303,24350,24491,24139,25279,24691,28987
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Residencial - Estrato 5,19873,19558,19436,18615,18526,17967,18669,18202,21017
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CALI,Residencial - Estrato 6,9987,9836,9786,9528,9525,9306,9419,9264,11870
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CANDELARIA,Corporativo,-,-,-,-,-,-,434,419,558
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 1,-,-,-,-,-,-,73,73,128
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 2,-,-,-,-,-,-,190,189,261
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 3,-,-,-,-,-,-,8,8,10
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 5,-,-,-,-,-,-,2,2,2
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,CANDELARIA,Residencial - Estrato 6,-,-,-,-,-,-,8,8,9
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,DAGUA,Corporativo,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,DAGUA,Residencial - Estrato 1,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,DAGUA,Residencial - Estrato 2,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,EL CERRITO,Corporativo,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,EL CERRITO,Residencial - Estrato 2,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,EL CERRITO,Residencial - Estrato 6,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,FLORIDA,Residencial - Estrato 6,-,-,-,-,-,-,1,0,-
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Corporativo,624,604,595,583,574,565,579,570,678
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 1,227,225,232,218,222,217,249,244,303
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 2,2983,2927,3038,2853,2844,2754,0,3421,4086
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 3,1269,1255,1241,1204,1198,1176,4711,1227,1606
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 4,496,483,501,514,515,514,535,517,786
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 5,1045,1030,1029,996,981,967,986,949,1528
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,JAMUNDÍ,Residencial - Estrato 6,133,130,124,124,117,118,116,114,181
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,LA CUMBRE,Corporativo,-,-,-,-,-,-,6,5,5
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,LA CUMBRE,Residencial - Estrato 2,-,-,-,-,-,-,24,25,25
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,LA CUMBRE,Residencial - Estrato 3,-,-,-,-,-,-,6,7,7
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,LA CUMBRE,Residencial - Estrato 4,-,-,-,-,-,-,1,1,1
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,LA CUMBRE,Residencial - Estrato 5,-,-,-,-,-,-,3,3,3
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,LA CUMBRE,Residencial - Estrato 6,-,-,-,-,-,-,2,2,2
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,PALMIRA,Corporativo,-,-,-,-,-,-,702,692,794
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 1,-,-,-,-,-,-,19,20,36
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 2,-,-,-,-,-,-,147,146,226
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 3,-,-,-,-,-,-,11,10,13
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 4,-,-,-,-,-,-,4,4,4
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,PALMIRA,Residencial - Estrato 6,-,-,-,-,-,-,16,13,16
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Corporativo,3260,3102,3089,2960,2903,2880,2866,2760,3075
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Residencial - Estrato 1,1624,1604,1694,1571,1640,1658,1918,1888,2796
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Residencial - Estrato 2,4249,4152,4291,4052,4171,4056,5073,4971,6278
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Residencial - Estrato 3,1483,1467,1461,1429,1419,1393,1462,1446,1741
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Residencial - Estrato 4,28,28,33,31,32,45,47,45,89
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Residencial - Estrato 5,58,62,62,63,63,65,65,65,106
EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,VALLE DEL CAUCA,YUMBO,Residencial - Estrato 6,104,103,101,96,96,94,93,92,143
ESPACIOS Y REDES E.U.,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 4,-,-,-,14,0,14,0,0,-
GILAT COLOMBIA S A ESP,AMAZONAS,EL ENCANTO,Sin estratificar,2,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,AMAZONAS,LA CHORRERA,Sin estratificar,2,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,AMAZONAS,LA PEDRERA,Sin estratificar,6,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,AMAZONAS,PUERTO ALEGRÍA,Sin estratificar,1,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,AMAZONAS,PUERTO SANTANDER,Sin estratificar,1,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,AMAZONAS,TARAPACÁ,Sin estratificar,5,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,ANTIOQUIA,ANORÍ,Sin estratificar,3,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,ANTIOQUIA,FRONTINO,Sin estratificar,1,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,ANTIOQUIA,ITUANGO,Sin estratificar,3,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,ANTIOQUIA,VIGÍA DEL FUERTE,Sin estratificar,1,0,-,-,0,-,-,-,-
GILAT COLOMBIA S A ESP,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,Corporativo,-,-,-,-,-,-,10,10,10
GILAT COLOMBIA S A ESP,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,Sin estratificar,0,5,10,10,10,10,0,0,-
GILAT COLOMBIA S A ESP,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRÉS,Corporativo,-,-,-,-,-,-,14,14,14
GILAT COLOMBIA S A ESP,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRÉS,Sin estratificar,22,7,14,14,14,14,0,0,-
GILAT COLOMBIA S A ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Corporativo,-,-,-,-,-,-,14,14,14
GILAT COLOMBIA S A ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Sin estratificar,4,0,-,7,7,14,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,ACHÍ,Corporativo,-,-,-,-,-,-,28,28,28
GILAT COLOMBIA S A ESP,BOLÍVAR,ACHÍ,Sin estratificar,28,13,26,26,26,28,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,ALTOS DEL ROSARIO,Corporativo,-,-,-,-,-,-,6,6,6
GILAT COLOMBIA S A ESP,BOLÍVAR,ALTOS DEL ROSARIO,Sin estratificar,6,3,6,6,6,6,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,ARENAL,Corporativo,-,-,-,-,-,-,6,6,6
GILAT COLOMBIA S A ESP,BOLÍVAR,ARENAL,Sin estratificar,6,3,6,6,6,6,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,ARROYOHONDO,Corporativo,-,-,-,-,-,-,10,10,10
GILAT COLOMBIA S A ESP,BOLÍVAR,ARROYOHONDO,Sin estratificar,10,5,10,10,10,10,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,BARRANCO DE LOBA,Corporativo,-,-,-,-,-,-,8,8,8
GILAT COLOMBIA S A ESP,BOLÍVAR,BARRANCO DE LOBA,Sin estratificar,9,4,8,8,8,8,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,CALAMAR,Corporativo,-,-,-,-,-,-,4,4,4
GILAT COLOMBIA S A ESP,BOLÍVAR,CALAMAR,Sin estratificar,4,2,4,4,4,4,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,CANTAGALLO,Corporativo,-,-,-,-,-,-,4,4,4
GILAT COLOMBIA S A ESP,BOLÍVAR,CANTAGALLO,Sin estratificar,4,2,4,4,4,4,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,CARTAGENA,Corporativo,-,-,-,-,-,-,18,18,18
GILAT COLOMBIA S A ESP,BOLÍVAR,CARTAGENA,Sin estratificar,18,9,18,18,18,18,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,CICUCO,Corporativo,-,-,-,-,-,-,4,4,4
GILAT COLOMBIA S A ESP,BOLÍVAR,CICUCO,Sin estratificar,4,2,4,4,4,4,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,CLEMENCIA,Corporativo,-,-,-,-,-,-,4,4,4
GILAT COLOMBIA S A ESP,BOLÍVAR,CLEMENCIA,Sin estratificar,4,2,4,4,4,4,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,CÓRDOBA,Corporativo,-,-,-,-,-,-,8,8,8
GILAT COLOMBIA S A ESP,BOLÍVAR,CÓRDOBA,Sin estratificar,8,4,8,8,8,8,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Corporativo,-,-,-,-,-,-,30,30,30
GILAT COLOMBIA S A ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Sin estratificar,28,15,30,30,30,30,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,EL GUAMO,Corporativo,-,-,-,-,-,-,8,8,8
GILAT COLOMBIA S A ESP,BOLÍVAR,EL GUAMO,Sin estratificar,8,4,8,8,8,8,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,EL PEÑÓN,Corporativo,-,-,-,-,-,-,6,6,6
GILAT COLOMBIA S A ESP,BOLÍVAR,EL PEÑÓN,Sin estratificar,6,3,6,6,6,6,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,HATILLO DE LOBA,Corporativo,-,-,-,-,-,-,10,10,10
GILAT COLOMBIA S A ESP,BOLÍVAR,HATILLO DE LOBA,Sin estratificar,12,6,12,12,12,10,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MAGANGUÉ,Corporativo,-,-,-,-,-,-,30,30,30
GILAT COLOMBIA S A ESP,BOLÍVAR,MAGANGUÉ,Sin estratificar,30,15,30,30,30,30,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MAHATES,Corporativo,-,-,-,-,-,-,14,14,14
GILAT COLOMBIA S A ESP,BOLÍVAR,MAHATES,Sin estratificar,14,7,14,14,14,14,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MARGARITA,Corporativo,-,-,-,-,-,-,8,8,8
GILAT COLOMBIA S A ESP,BOLÍVAR,MARGARITA,Sin estratificar,10,5,10,10,10,8,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MARÍA LA BAJA,Corporativo,-,-,-,-,-,-,42,42,42
GILAT COLOMBIA S A ESP,BOLÍVAR,MARÍA LA BAJA,Sin estratificar,42,22,44,44,44,42,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MOMPÓS,Corporativo,-,-,-,-,-,-,40,40,40
GILAT COLOMBIA S A ESP,BOLÍVAR,MOMPÓS,Sin estratificar,40,20,40,40,40,40,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MONTECRISTO,Corporativo,-,-,-,-,-,-,18,18,18
GILAT COLOMBIA S A ESP,BOLÍVAR,MONTECRISTO,Sin estratificar,20,10,20,20,20,18,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,MORALES,Corporativo,-,-,-,-,-,-,36,36,38
GILAT COLOMBIA S A ESP,BOLÍVAR,MORALES,Sin estratificar,36,16,32,32,32,36,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,NOROSÍ,Corporativo,-,-,-,-,-,-,6,6,6
GILAT COLOMBIA S A ESP,BOLÍVAR,NOROSÍ,Sin estratificar,6,3,6,6,6,6,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,PINILLOS,Corporativo,-,-,-,-,-,-,18,18,18
GILAT COLOMBIA S A ESP,BOLÍVAR,PINILLOS,Sin estratificar,20,10,20,20,20,18,0,0,-
GILAT COLOMBIA S A ESP,BOLÍVAR,REGIDOR,Corporativo,-,-,-,-,-,-,2,2,2
GILAT COLOMBIA S A ESP,BOLÍVAR,REGIDOR,Sin estratificar,4,2,4,4,4,2,0,0,-
