PROVEEDOR,DEPARTAMENTO,MUNICIPIO,SEGMENTO,Periodo_2015_4,Periodo_2016_1,Periodo_2016_2,Periodo_2016_3,Periodo_2016_4,Periodo_2017_1,Periodo_2017_2,Periodo_2017_3,Periodo_2017_4
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,LA VEGA,Residencial - Estrato 3,17,16,16,16,16,16,15,15,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,LA VEGA,Residencial - Estrato 4,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,LENGUAZAQUE,Corporativo,27,23,22,21,20,20,20,19,18
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,LENGUAZAQUE,Residencial - Estrato 1,0,0,0,0,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,LENGUAZAQUE,Residencial - Estrato 2,33,32,31,30,27,24,22,18,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,LENGUAZAQUE,Residencial - Estrato 3,17,15,15,15,14,14,13,12,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MACHETA,Corporativo,15,15,15,16,15,15,15,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MACHETA,Residencial - Estrato 1,7,7,4,4,4,4,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MACHETA,Residencial - Estrato 2,19,16,15,13,12,12,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MACHETA,Residencial - Estrato 3,4,4,3,2,2,2,2,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MACHETA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Corporativo,517,515,495,487,545,547,468,485,472
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Residencial - Estrato 1,322,318,286,268,226,231,237,247,246
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Residencial - Estrato 2,1739,1696,1592,1592,1511,1517,1601,1635,1646
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Residencial - Estrato 3,576,555,528,569,613,653,682,672,651
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Residencial - Estrato 4,7,7,7,7,7,7,7,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Sin estratificar,-,-,-,13,6,11,3,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MADRID,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MANTA,Corporativo,12,11,11,12,11,11,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MANTA,Residencial - Estrato 1,3,3,3,3,3,3,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MANTA,Residencial - Estrato 2,21,19,17,16,16,15,15,14,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MANTA,Residencial - Estrato 3,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MEDINA,Corporativo,16,16,16,17,14,44,15,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MEDINA,Residencial - Estrato 2,15,15,15,14,13,13,13,13,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MEDINA,Residencial - Estrato 3,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Corporativo,583,543,536,519,620,607,464,460,424
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Residencial - Estrato 1,174,172,161,165,139,127,126,120,116
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Residencial - Estrato 2,2142,2083,2041,2001,1769,1701,1624,1568,1499
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Residencial - Estrato 3,358,362,370,365,344,338,316,308,301
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Residencial - Estrato 4,9,9,10,9,10,10,10,11,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Residencial - Estrato 6,5,4,3,3,4,3,3,3,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Sin estratificar,-,-,-,3,2,5,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,MOSQUERA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NARIÑO,Corporativo,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NARIÑO,Residencial - Estrato 2,4,4,4,4,4,4,3,2,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NARIÑO,Residencial - Estrato 3,1,1,1,1,1,1,1,1,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NEMOCÓN,Corporativo,43,42,42,44,43,41,39,39,37
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NEMOCÓN,Residencial - Estrato 1,14,13,13,12,12,11,9,9,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NEMOCÓN,Residencial - Estrato 2,63,60,58,54,50,50,49,46,44
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NEMOCÓN,Residencial - Estrato 3,41,39,39,36,34,32,28,27,25
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NILO,Corporativo,38,36,35,36,35,35,35,35,35
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NILO,Residencial - Estrato 2,7,7,7,7,7,6,6,6,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NILO,Residencial - Estrato 3,8,7,7,6,4,4,2,2,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NIMAIMA,Corporativo,8,7,6,7,5,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NIMAIMA,Residencial - Estrato 1,0,0,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NIMAIMA,Residencial - Estrato 2,3,3,3,2,2,2,2,2,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NIMAIMA,Residencial - Estrato 3,1,0,0,0,0,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NOCAIMA,Corporativo,15,14,14,15,13,13,13,13,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NOCAIMA,Residencial - Estrato 1,1,1,1,1,0,0,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NOCAIMA,Residencial - Estrato 2,11,10,10,10,10,10,8,8,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NOCAIMA,Residencial - Estrato 3,12,12,12,12,9,8,7,7,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,NOCAIMA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PACHO,Corporativo,173,167,165,166,162,160,157,153,150
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PACHO,Residencial - Estrato 1,38,36,36,36,34,33,30,30,29
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PACHO,Residencial - Estrato 2,290,272,264,255,238,233,226,223,212
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PACHO,Residencial - Estrato 3,83,80,78,78,73,68,66,62,54
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PACHO,Residencial - Estrato 4,11,10,10,10,10,10,9,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PACHO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PAIME,Corporativo,2,2,2,2,2,2,2,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PANDI,Corporativo,15,12,12,13,12,12,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PANDI,Residencial - Estrato 1,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PANDI,Residencial - Estrato 2,4,4,3,3,3,3,2,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PANDI,Residencial - Estrato 3,7,6,6,6,6,6,5,5,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PARATEBUENO,Corporativo,14,14,13,14,13,13,13,13,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PARATEBUENO,Residencial - Estrato 2,6,5,5,5,5,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PARATEBUENO,Residencial - Estrato 3,2,2,2,2,2,2,2,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PASCA,Corporativo,20,19,19,19,17,17,17,17,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PASCA,Residencial - Estrato 2,4,3,3,3,3,3,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PASCA,Residencial - Estrato 3,5,5,5,4,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PASCA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PUERTO SALGAR,Corporativo,152,146,144,142,134,132,128,123,119
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PUERTO SALGAR,Residencial - Estrato 1,178,166,155,141,127,119,108,88,88
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PUERTO SALGAR,Residencial - Estrato 2,477,509,462,433,386,354,316,282,278
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PUERTO SALGAR,Residencial - Estrato 3,92,87,86,82,76,73,70,63,58
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PUERTO SALGAR,Residencial - Estrato 4,4,4,4,4,4,4,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PUERTO SALGAR,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,PULÍ,Residencial - Estrato 1,4,4,4,4,3,3,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUEBRADANEGRA,Corporativo,1,1,0,0,0,0,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUETAME,Corporativo,8,7,4,4,3,4,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUETAME,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUETAME,Residencial - Estrato 2,1,1,1,1,0,0,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUETAME,Residencial - Estrato 3,3,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUETAME,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUIPILE,Corporativo,10,10,10,12,11,11,10,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUIPILE,Residencial - Estrato 1,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUIPILE,Residencial - Estrato 2,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,QUIPILE,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,RICAURTE,Residencial - Estrato 4,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Corporativo,19,18,19,19,16,16,15,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Residencial - Estrato 1,3,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Residencial - Estrato 2,20,20,20,20,19,18,18,18,18
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Residencial - Estrato 3,34,34,31,30,30,28,25,22,22
COLOMBIA TELECOMUNICACIONES S.A. ESP,CUNDINAMARCA,SAN BERNARDO,Corporativo,15,15,15,14,14,14,14,14,14
